time,x,y
1702462152.1752205,381,236
1702462152.209153,380,242
1702462152.2410922,377,249
1702462152.2754626,377,252
1702462152.3430552,374,268
1702462152.3770123,374,270
1702462152.4209652,374,273
1702462152.4760933,373,281
1702462152.5298994,373,283
1702462152.568509,373,288
1702462152.5865936,372,293
1702462152.5984592,373,296
1702462152.6121757,373,300
1702462152.6380844,374,305
1702462152.6727152,374,308
1702462152.708064,375,311
1702462152.744172,375,314
1702462152.7794476,375,317
1702462152.813106,376,321
1702462152.813106,46,182
1702462152.844965,376,323
1702462152.8789988,376,325
1702462152.9129279,377,328
1702462152.9469194,377,330
1702462152.9808755,377,332
1702462153.0129325,377,334
1702462153.046879,378,335
1702462153.0808225,378,337
1702462153.1148589,379,338
1702462153.14873,379,339
1702462153.3827553,380,344
1702462153.5602996,380,347
1702462153.577248,383,350
1702462153.6458597,383,350
1702462153.9524488,392,356
1702462154.1209044,394,358
1702462154.1886735,390,358
