time,x,y
1702462255.8436656,122,353
1702462255.8690543,123,354
1702462255.9014132,150,363
1702462255.9014132,124,354
1702462255.9338064,131,356
1702462255.968803,152,363
1702462255.968803,125,352
1702462256.0071664,155,363
1702462256.0071664,125,353
1702462256.042691,157,364
1702462256.042691,126,354
1702462256.0768902,160,364
1702462256.0768902,128,354
1702462256.1088238,163,365
1702462256.1088238,127,351
1702462256.1427832,167,365
1702462256.1427832,128,352
1702462256.1767344,169,365
1702462256.1767344,130,351
1702462256.2109601,172,365
1702462256.2109601,131,352
1702462256.245359,175,365
1702462256.245359,134,352
1702462256.2768683,136,353
1702462256.3105822,137,351
1702462256.3449192,139,353
1702462256.376858,141,355
1702462256.376858,141,356
1702462256.410787,165,363
1702462256.410787,142,356
1702462256.410787,143,355
1702462256.445064,180,351
1702462256.445064,148,357
1702462256.4793477,166,364
1702462256.4793477,180,349
1702462256.4793477,143,353
1702462256.5135055,169,364
1702462256.5135055,144,353
1702462256.5135055,181,348
1702462256.5449724,144,353
1702462256.5449724,181,349
1702462256.5785203,144,352
1702462256.5785203,182,347
1702462256.6124806,145,353
1702462256.6124806,182,350
1702462256.6465087,182,360
1702462256.6465087,144,355
1702462256.6465087,184,340
1702462256.6805587,183,361
1702462256.6805587,146,355
1702462256.6805587,184,338
1702462256.722626,149,354
1702462256.722626,181,336
1702462256.7623549,151,355
1702462256.7623549,184,338
1702462256.7886152,153,356
1702462256.7886152,181,346
1702462256.815396,155,355
1702462256.815396,183,346
1702462256.8450804,156,356
1702462256.8450804,182,350
1702462256.8741841,157,355
1702462256.8741841,182,354
1702462256.9077332,184,356
1702462256.9077332,159,356
1702462256.9422631,185,361
1702462256.9422631,159,355
1702462256.9422631,185,345
1702462256.977847,159,353
1702462257.0158017,190,363
1702462257.0158017,160,352
1702462257.0489628,160,351
1702462257.0830703,194,364
1702462257.0830703,160,353
1702462257.1167367,197,365
1702462257.1167367,158,356
1702462257.1483755,199,365
1702462257.1483755,160,360
1702462257.182744,202,365
1702462257.182744,158,362
1702462257.182744,158,348
1702462257.217111,204,365
1702462257.217111,159,361
1702462257.2511623,161,361
1702462257.2511623,157,346
1702462257.284961,163,360
1702462257.284961,159,345
1702462257.316697,163,353
1702462257.350764,167,361
1702462257.350764,162,344
1702462257.3847485,163,345
1702462257.4191897,162,345
1702462257.4535365,176,364
1702462257.4535365,163,346
1702462257.4854717,164,345
1702462257.519514,164,348
1702462257.553471,164,345
1702462257.5872185,165,348
1702462257.621334,166,348
1702462257.653551,169,351
1702462257.6899543,169,354
1702462257.7288451,169,353
1702462257.7691665,170,353
1702462257.8082657,174,349
1702462257.8299413,173,352
1702462257.8516388,171,348
1702462257.8824902,175,353
1702462257.9161475,176,353
1702462257.9507914,219,351
1702462257.9507914,176,345
1702462257.9847026,216,358
1702462257.9847026,176,346
1702462258.0224233,216,359
1702462258.0224233,177,347
1702462258.0567946,217,359
1702462258.0567946,177,345
1702462258.089126,215,363
1702462258.089126,178,345
1702462258.1235044,217,364
1702462258.1235044,179,345
1702462258.1574438,183,362
1702462258.1574438,223,360
1702462258.1574438,180,345
1702462258.1910486,181,363
1702462258.1910486,181,344
1702462258.2248237,180,363
1702462258.2248237,183,344
1702462258.2570558,184,345
1702462258.2912524,183,362
1702462258.2912524,185,344
1702462258.3251863,185,361
1702462258.3251863,186,344
1702462258.3593059,186,361
1702462258.3593059,187,344
1702462258.3593059,220,337
1702462258.3933432,187,344
1702462258.4251146,195,362
1702462258.4251146,188,344
1702462258.4251146,221,338
1702462258.459001,194,362
1702462258.459001,219,354
1702462258.459001,189,344
1702462258.459001,219,341
1702462258.4930153,198,363
1702462258.4930153,220,352
1702462258.4930153,190,344
1702462258.5271535,201,363
1702462258.5271535,191,344
1702462258.5271535,220,348
1702462258.5612159,221,349
1702462258.5612159,192,344
1702462258.593321,222,352
1702462258.593321,196,349
1702462258.6274533,193,345
1702462258.661246,193,349
1702462258.6989653,194,353
1702462258.7395165,195,354
1702462258.7790742,197,353
1702462258.8105857,199,353
1702462258.8320308,200,354
1702462258.8576617,201,354
1702462258.88834,202,355
1702462258.9223228,203,355
1702462258.9567928,205,355
1702462258.992234,210,362
1702462258.992234,200,345
1702462259.027996,211,362
1702462259.027996,201,345
1702462259.0629787,206,351
1702462259.0969872,206,351
1702462259.1310544,207,349
1702462259.1651363,204,350
1702462259.1969943,206,351
1702462259.230877,207,352
1702462259.2648983,207,353
1702462259.299408,207,352
1702462259.3335223,210,350
1702462259.3655376,212,351
1702462259.3994532,214,350
1702462259.4336305,215,351
1702462259.468001,216,345
1702462259.5012274,216,346
1702462259.5329475,216,344
1702462259.5672073,216,345
1702462259.6011105,217,346
1702462259.6355698,217,346
1702462259.6699052,217,349
1702462259.7034929,218,348
1702462259.756631,216,364
1702462259.756631,257,347
1702462259.756631,219,346
1702462259.801834,258,348
1702462259.801834,220,351
1702462259.8245707,258,347
1702462259.8245707,222,348
1702462259.8598456,258,342
1702462259.8598456,223,344
1702462259.8880324,225,354
1702462259.8880324,258,340
1702462259.903047,228,353
1702462259.903047,260,343
1702462259.9303741,229,355
1702462259.9303741,258,338
1702462259.963089,231,356
1702462259.963089,259,352
1702462259.9990265,259,360
1702462259.9990265,232,355
1702462260.036666,230,357
1702462260.071036,261,359
1702462260.071036,231,357
1702462260.1054766,234,362
1702462260.1054766,262,358
1702462260.1054766,231,346
1702462260.1377912,263,357
1702462260.1377912,231,346
1702462260.1377912,258,337
1702462260.1720972,231,345
1702462260.2060196,258,355
1702462260.2060196,232,346
1702462260.239843,258,353
1702462260.239843,233,351
1702462260.273559,259,354
1702462260.273559,233,350
1702462260.3050566,233,354
1702462260.3050566,259,349
1702462260.3391378,233,352
1702462260.3391378,258,344
1702462260.373731,234,352
1702462260.4079266,263,362
1702462260.4079266,236,352
1702462260.4418812,238,353
1702462260.4737291,239,353
1702462260.4737291,261,343
1702462260.507812,240,353
1702462260.507812,262,344
1702462260.5418022,240,349
1702462260.5756826,242,352
1702462260.6100159,241,348
1702462260.6418104,242,347
1702462260.6755986,243,345
1702462260.743527,244,345
1702462260.8036728,244,345
1702462260.818433,245,345
1702462260.8304732,246,346
1702462260.850141,250,349
1702462260.8753524,252,350
1702462260.9024098,253,350
1702462260.936668,253,351
1702462260.9717007,251,353
1702462261.0079145,252,361
1702462261.0079145,256,345
1702462261.045734,253,364
1702462261.045734,256,342
1702462261.0778081,258,343
1702462261.1120076,258,364
1702462261.1120076,258,343
1702462261.1460452,256,343
1702462261.1800036,256,345
1702462261.2138605,257,345
1702462261.2453544,261,363
1702462261.2453544,258,344
1702462261.2795064,259,346
1702462261.313295,258,349
1702462261.347259,258,349
1702462261.3814888,259,351
1702462261.4135864,261,352
1702462261.447538,537,370
1702462261.447538,456,371
1702462261.447538,282,362
1702462261.447538,262,351
1702462261.4979837,263,353
1702462261.5485528,265,353
1702462261.5822806,265,355
1702462261.6158504,268,362
1702462261.6158504,268,345
1702462261.6496062,275,362
1702462261.6496062,268,345
1702462261.6813934,269,346
1702462261.724025,270,346
1702462261.7670145,271,346
1702462261.7952743,271,347
1702462261.8244367,272,347
1702462261.851978,273,347
1702462261.8775702,481,366
1702462261.8775702,272,356
1702462261.910797,273,355
1702462261.9449716,274,356
1702462261.9797335,275,361
1702462261.9797335,274,345
1702462262.0158033,278,353
1702462262.0514283,278,352
1702462262.0858383,279,353
1702462262.120065,281,354
1702462262.1542325,282,354
1702462262.1864946,287,362
1702462262.1864946,276,344
1702462262.2201371,289,362
1702462262.2201371,276,346
1702462262.2537525,290,362
1702462262.2537525,277,347
1702462262.288713,275,348
1702462262.3227296,278,348
1702462262.3537831,490,368
1702462262.3537831,277,349
1702462262.3881798,491,368
1702462262.3881798,278,352
1702462262.4227529,282,356
1702462262.4543123,283,357
1702462262.4880285,284,357
1702462262.5222604,285,353
1702462262.5562897,288,360
1702462262.5904708,566,369
1702462262.5904708,290,359
1702462262.6224723,567,368
1702462262.6224723,292,360
1702462262.656027,568,368
1702462262.656027,293,361
1702462262.8748364,287,350
1702462263.328261,456,372
1702462263.3625994,448,372
1702462263.3942084,297,352
1702462263.5303183,444,373
1702462263.6302776,440,371
1702462263.7455597,442,372
1702462263.8029332,436,372
1702462263.8491716,434,372
1702462263.8655136,432,372
1702462263.891364,430,371
1702462263.9252214,430,371
1702462263.9595392,428,371
1702462264.1005545,427,371
1702462264.2346268,427,371
1702462264.5019603,414,367
1702462264.6037717,489,367
1702462264.8400815,406,371
1702462264.933329,481,367
1702462264.967783,480,368
1702462265.1062837,398,371
1702462265.1739922,396,370
1702462265.2086053,395,371
1702462265.2744546,399,372
1702462265.3424053,391,371
1702462265.4103084,394,372
1702462265.5101604,386,370
1702462265.5444126,384,370
1702462265.6103363,388,372
1702462267.189053,568,369
1702462267.4908104,573,370
1702462267.5245655,577,371
1702462267.5586061,578,369
1702462267.59417,581,369
1702462267.658359,578,370
1702462267.6927776,579,370
1702462267.7325606,580,370
1702462267.832734,583,373
1702462267.8637762,583,371
1702462267.8902574,585,370
1702462267.9198768,586,371
1702462267.9542565,587,371
1702462267.9893348,588,371
1702462268.0275135,588,371
1702462268.062799,590,372
1702462268.0945241,591,371
1702462268.1287124,593,374
1702462268.1632292,592,371
1702462268.1973605,595,371
1702462268.2312036,596,371
1702462268.2629585,598,371
1702462268.2967534,599,371
1702462268.3307428,599,373
1702462268.364544,600,371
1702462268.3985167,602,373
1702462268.4650712,605,371
1702462268.499013,606,373
1702462268.5334873,608,373
1702462268.5675766,609,373
1702462268.5991685,609,371
1702462268.6331124,613,371
1702462268.6672168,614,371
1702462268.6992965,614,371
1702462268.7393317,615,371
1702462268.7759788,617,373
1702462268.8043623,618,371
1702462268.839746,619,371
1702462268.839746,326,328
1702462268.8727298,619,374
1702462268.8978033,625,377
1702462268.8978033,325,332
1702462268.9279766,624,373
1702462268.9627311,627,371
1702462268.9981406,628,371
1702462268.9981406,326,333
1702462269.0342453,625,371
1702462269.069344,631,371
1702462269.1034694,628,371
1702462269.1377115,629,371
1702462269.2373617,633,372
1702462269.2711837,632,378
1702462269.3713777,635,371
1702462278.0679708,636,377
1702462278.100091,636,379
1702462278.1340163,635,378
1702462278.1684806,635,379
1702462278.202911,634,377
1702462278.2364175,633,378
1702462278.2681751,632,379
1702462278.3029928,631,378
1702462278.3370562,630,376
1702462278.368755,630,377
1702462278.4031382,636,381
1702462278.4031382,625,376
1702462278.4371448,629,377
1702462278.470982,627,379
1702462278.5049033,624,380
1702462278.536627,623,378
1702462278.5705414,620,378
1702462278.6045291,631,380
1702462278.638555,626,379
1702462278.67299,619,379
1702462278.7049594,622,379
1702462278.7395244,621,378
1702462278.7973351,619,378
1702462278.8491302,624,380
1702462278.8661084,622,380
1702462279.0020406,619,379
1702462279.038093,614,380
1702462279.038093,413,368
1702462279.0740304,609,379
1702462279.0740304,412,366
1702462279.1086686,611,378
1702462279.1086686,411,367
1702462279.1430607,610,378
1702462279.1771417,606,377
1702462279.2090602,610,379
1702462279.2430077,612,380
1702462279.4102864,611,379
1702462279.4446917,604,379
1702462279.4770966,600,379
1702462279.5109575,603,377
1702462279.544581,601,378
1702462279.5783703,601,378
1702462279.6124258,605,380
1702462279.7548454,601,381
1702462279.8091314,602,379
1702462279.8513775,596,379
1702462279.8730235,597,378
1702462279.8903263,594,378
1702462279.9115393,590,377
1702462279.9417434,598,380
1702462279.9739056,593,378
1702462280.0807586,591,381
1702462280.1487646,591,380
1702462280.1828363,588,379
1702462280.2170458,588,378
1702462280.2493343,586,378
1702462280.283352,582,377
1702462280.3172858,586,378
1702462280.3514419,589,381
1702462280.4848044,584,375
1702462280.5187712,584,380
1702462280.5527315,582,379
1702462280.5843997,577,379
1702462280.6184366,578,376
1702462280.6524756,575,377
1702462280.6864433,584,380
1702462281.1230133,575,371
1702462281.390557,584,382
1702462281.4246073,4,340
1702462281.4587407,5,331
1702462281.492733,578,372
1702462281.492733,8,340
1702462281.524848,16,335
1702462281.5588663,21,334
1702462281.5930886,27,334
1702462281.6272702,101,368
1702462281.6272702,29,333
1702462281.66079,33,333
1702462281.6926556,38,332
1702462281.7288423,91,362
1702462281.7288423,42,333
1702462281.7855723,89,362
1702462281.7855723,43,335
1702462281.8467793,86,362
1702462281.8467793,50,333
1702462281.8785062,580,372
1702462281.8785062,86,362
1702462281.8785062,53,337
1702462281.8875842,81,363
1702462281.8875842,58,337
1702462281.9003408,68,345
1702462281.9236941,73,347
1702462281.954054,77,351
1702462281.9881992,80,348
1702462282.0231647,82,350
1702462282.0615923,85,346
1702462282.0970418,63,368
1702462282.0970418,88,347
1702462282.1292987,89,347
1702462282.1633132,91,346
1702462282.1968813,589,381
1702462282.1968813,97,345
1702462282.2311058,106,345
1702462282.2651875,591,379
1702462282.2651875,113,340
1702462282.2968822,119,333
1702462282.33119,124,332
1702462282.365292,127,331
1702462282.3992493,128,333
1702462282.4332187,130,335
1702462282.4652362,591,382
1702462282.4652362,136,336
1702462282.4991927,588,380
1702462282.4991927,414,367
1702462282.4991927,140,336
1702462282.533049,589,379
1702462282.533049,143,336
1702462282.5672388,590,378
1702462282.5672388,148,341
1702462282.600977,590,378
1702462282.600977,152,337
1702462282.632923,591,380
1702462282.632923,160,337
1702462282.6669192,597,378
1702462282.6669192,163,338
1702462282.7008615,590,386
1702462282.7008615,180,359
1702462282.7008615,167,335
1702462282.7333155,597,381
1702462282.7333155,176,346
1702462282.7798753,596,384
1702462282.7798753,180,346
1702462282.8197412,586,381
1702462282.8197412,182,343
1702462282.8417163,593,384
1702462282.8417163,185,343
1702462282.8700957,598,385
1702462282.8700957,188,341
1702462282.899345,191,341
1702462282.9283328,595,387
1702462282.9283328,196,341
1702462282.9622607,204,337
1702462282.9969535,191,365
1702462282.9969535,422,361
1702462282.9969535,207,337
1702462283.033236,591,385
1702462283.033236,503,367
1702462283.033236,193,363
1702462283.033236,421,361
1702462283.033236,214,344
1702462283.0695229,593,381
1702462283.0695229,215,344
1702462283.103817,503,366
1702462283.103817,425,361
1702462283.103817,218,342
1702462283.1371493,423,361
1702462283.1371493,220,340
1702462283.1709018,422,362
1702462283.1709018,222,340
1702462283.205361,226,342
1702462283.2373734,424,356
1702462283.2373734,236,347
1702462283.2373734,231,330
1702462283.2711766,425,360
1702462283.2711766,239,343
1702462283.3051574,425,357
1702462283.3051574,245,344
1702462283.3393674,430,353
1702462283.3393674,250,347
1702462283.3735347,429,350
1702462283.3735347,254,348
1702462283.405559,430,354
1702462283.405559,257,344
1702462283.4393935,588,382
1702462283.4393935,430,353
1702462283.4393935,259,341
1702462283.4735174,591,380
1702462283.4735174,433,352
1702462283.4735174,258,343
1702462283.5075362,590,380
1702462283.5075362,434,351
1702462283.5075362,262,343
1702462283.5413175,589,379
1702462283.5413175,435,352
1702462283.5413175,265,341
1702462283.573718,586,377
1702462283.573718,440,350
1702462283.573718,263,353
1702462283.573718,273,330
1702462283.6074808,588,381
1702462283.6074808,440,349
1702462283.6074808,279,337
1702462283.6410875,586,381
1702462283.6410875,441,351
1702462283.6410875,277,347
1702462283.6410875,288,336
1702462283.6730099,585,381
1702462283.6730099,441,350
1702462283.6730099,289,331
1702462283.706973,583,379
1702462283.706973,448,348
1702462283.7423308,582,379
1702462283.7423308,451,347
1702462283.7423308,300,344
1702462283.813323,583,379
1702462283.813323,304,347
1702462283.876363,582,382
1702462283.876363,305,344
1702462283.8928213,580,382
1702462283.8928213,460,346
1702462283.8928213,304,341
1702462283.8928213,298,338
1702462283.9007568,578,380
1702462283.9007568,461,346
1702462283.9007568,306,339
1702462283.9141436,577,378
1702462283.9141436,307,339
1702462283.9392667,573,378
1702462283.9392667,450,355
1702462283.9392667,310,343
1702462283.970077,573,380
1702462283.970077,461,349
1702462283.970077,314,342
1702462284.0028527,572,382
1702462284.0028527,468,345
1702462284.0028527,320,343
1702462284.038297,570,381
1702462284.038297,326,346
1702462284.0760388,569,379
1702462284.0760388,458,349
1702462284.0760388,327,346
1702462284.1111252,569,380
1702462284.1111252,457,350
1702462284.1111252,480,345
1702462284.1111252,331,345
1702462284.1453295,568,382
1702462284.1453295,482,346
1702462284.1453295,333,345
1702462284.1773233,565,383
1702462284.1773233,485,347
1702462284.1773233,335,349
1702462284.2113442,564,382
1702462284.2113442,352,365
1702462284.2113442,490,347
1702462284.2113442,467,346
1702462284.2113442,333,343
1702462284.2453213,562,381
1702462284.2453213,352,361
1702462284.2453213,493,347
1702462284.2453213,467,346
1702462284.2453213,336,341
1702462284.2795062,560,380
1702462284.2795062,332,357
1702462284.2795062,492,348
1702462284.2795062,470,348
1702462284.2795062,352,353
1702462284.2795062,342,326
1702462284.313541,558,381
1702462284.313541,496,348
1702462284.313541,348,344
1702462284.345667,557,382
1702462284.345667,482,347
1702462284.345667,511,346
1702462284.345667,352,341
1702462284.3797936,555,382
1702462284.3797936,508,347
1702462284.3797936,485,344
1702462284.3797936,354,342
1702462284.4137187,552,382
1702462284.4137187,487,346
1702462284.4137187,356,342
1702462284.4475684,551,381
1702462284.4475684,488,347
1702462284.4475684,359,341
1702462284.481136,549,381
1702462284.481136,490,344
1702462284.481136,361,342
1702462284.5132256,548,381
1702462284.5132256,492,343
1702462284.5132256,361,344
1702462284.547298,545,382
1702462284.547298,504,348
1702462284.547298,360,344
1702462284.5811958,543,382
1702462284.5811958,360,357
1702462284.5811958,543,348
1702462284.5811958,372,325
1702462284.6132245,540,381
1702462284.6132245,359,356
1702462284.6132245,509,346
1702462284.6132245,541,345
1702462284.6132245,370,329
1702462284.647276,538,380
1702462284.647276,386,359
1702462284.647276,364,353
1702462284.647276,540,343
1702462284.647276,509,344
1702462284.647276,375,330
1702462284.6819756,536,381
1702462284.6819756,380,330
1702462284.716128,534,382
1702462284.716128,564,346
1702462284.716128,380,332
1702462284.7575202,533,382
1702462284.7575202,566,345
1702462284.7575202,386,337
1702462284.8088202,530,381
1702462284.8088202,398,350
1702462284.8088202,569,347
1702462284.8088202,388,335
1702462284.8480318,528,381
1702462284.8480318,399,355
1702462284.8480318,571,347
1702462284.8480318,392,329
1702462284.868804,527,381
1702462284.868804,576,348
1702462284.868804,399,341
1702462284.868804,397,342
1702462284.8893785,526,383
1702462284.8893785,548,346
1702462284.8893785,406,352
1702462284.8893785,584,346
1702462284.8893785,397,323
1702462284.9174967,524,382
1702462284.9174967,548,346
1702462284.9174967,587,347
1702462284.9174967,414,353
1702462284.9174967,403,322
1702462284.945286,522,382
1702462284.945286,567,352
1702462284.945286,411,340
1702462284.9765258,520,381
1702462284.9765258,566,348
1702462284.9765258,415,340
1702462285.0111127,518,381
1702462285.0111127,569,349
1702462285.0111127,611,345
1702462285.0111127,416,339
1702462285.047476,517,382
1702462285.047476,612,345
1702462285.047476,571,349
1702462285.047476,415,338
1702462285.0854788,516,383
1702462285.0854788,614,348
1702462285.0854788,577,350
1702462285.0854788,419,340
1702462285.1176496,514,381
1702462285.1176496,580,352
1702462285.1176496,421,339
1702462285.1517932,511,380
1702462285.1517932,628,348
1702462285.1517932,427,339
1702462285.1857986,511,382
1702462285.1857986,595,350
1702462285.1857986,632,347
1702462285.1857986,430,339
1702462285.1857986,423,339
1702462285.1857986,432,328
1702462285.2194443,511,382
1702462285.2194443,598,351
1702462285.2194443,435,341
1702462285.2535896,510,382
1702462285.2535896,436,345
1702462285.286099,509,382
1702462285.286099,616,352
1702462285.286099,439,344
1702462285.286099,440,327
1702462285.320044,506,382
1702462285.320044,617,354
1702462285.320044,441,346
1702462285.3535204,505,381
1702462285.3535204,619,355
1702462285.3535204,443,343
1702462285.3853166,504,381
1702462285.3853166,437,353
1702462285.3853166,448,324
1702462285.4194589,503,383
1702462285.4194589,469,370
1702462285.4194589,441,351
1702462285.4194589,455,326
1702462285.4534788,502,383
1702462285.4534788,457,328
1702462285.4873059,501,382
1702462285.4873059,464,334
1702462285.4873059,465,332
1702462285.521277,498,381
1702462285.521277,465,330
1702462285.553206,499,381
1702462285.553206,471,332
1702462285.587179,484,351
1702462285.6215448,498,383
1702462285.6215448,480,337
1702462285.6555254,469,370
1702462285.6555254,486,349
1702462285.6893215,491,349
1702462285.721294,488,349
